embedding,reduction,algo,k,params,silhouette,davies_bouldin,calinski_harabasz,n_clusters,noise,noise_rate,silhouette_core,davies_bouldin_core,calinski_harabasz_core,n_labeled,score_for_rank
e5-small,pca,Spectral,16.0,"{'n_clusters': 16, 'affinity': 'nearest_neighbors'}",0.02257375791668892,1.4667850910355456,156.1361083984375,16.0,0.0,0.0,,,,,0.02257375791668892
e5-small,pca,GMM,16.0,{'n_components': 16},0.0553097166121006,3.5345477472032396,593.0052490234375,16.0,0.0,0.0,,,,,0.0553097166121006
e5-small,pca,KMeans,18.0,{'n_clusters': 18},0.07732546329498291,2.7807548640678905,656.617919921875,18.0,0.0,0.0,,,,,0.07732546329498291
e5-small,pca,Agglomerative,18.0,{'n_clusters': 18},0.07824306935071945,3.1203039695805237,571.1905517578125,18.0,0.0,0.0,,,,,0.07824306935071945
e5-small,pca,Spectral,18.0,"{'n_clusters': 18, 'affinity': 'nearest_neighbors'}",0.020955737680196762,1.4415151411760734,146.08766174316406,18.0,0.0,0.0,,,,,0.020955737680196762
e5-small,pca,GMM,18.0,{'n_components': 18},0.06452393531799316,3.178280993573576,577.7696533203125,18.0,0.0,0.0,,,,,0.06452393531799316
e5-small,pca,KMeans,20.0,{'n_clusters': 20},0.07148731499910355,3.0295941823377643,603.3447265625,20.0,0.0,0.0,,,,,0.07148731499910355
e5-small,pca,Agglomerative,20.0,{'n_clusters': 20},0.08085668087005615,3.083664008395859,535.1068725585938,20.0,0.0,0.0,,,,,0.08085668087005615
e5-small,pca,Spectral,20.0,"{'n_clusters': 20, 'affinity': 'nearest_neighbors'}",0.022641414776444435,1.375813510407481,136.76731872558594,20.0,0.0,0.0,,,,,0.022641414776444435
e5-small,pca,GMM,20.0,{'n_components': 20},0.05859234184026718,3.4603897803828856,527.5288696289062,20.0,0.0,0.0,,,,,0.05859234184026718
e5-small,pca,DBSCAN,,"{'eps': 0.3, 'min_samples': 5}",0.041715070605278015,4.218561928237764,21.215038299560547,2.0,280.0,0.014,0.08805404603481293,1.154784906512971,7.612422943115234,19720.0,0.08805404603481293
e5-small,pca,DBSCAN,,"{'eps': 0.3, 'min_samples': 10}",0.05906691402196884,4.2745485850462925,39.70191955566406,2.0,377.0,0.01885,0.2009841799736023,0.9397594524443769,34.998348236083984,19623.0,0.2009841799736023
e5-small,pca,DBSCAN,,"{'eps': 0.3, 'min_samples': 20}",0.07038597762584686,5.4522948789968515,81.69910430908203,1.0,596.0,0.0298,,,,19404.0,
e5-small,pca,DBSCAN,,"{'eps': 0.5, 'min_samples': 5}",,,,1.0,0.0,0.0,,,,20000.0,
e5-small,pca,DBSCAN,,"{'eps': 0.5, 'min_samples': 10}",,,,1.0,0.0,0.0,,,,20000.0,
e5-small,pca,DBSCAN,,"{'eps': 0.5, 'min_samples': 20}",,,,1.0,0.0,0.0,,,,20000.0,
e5-small,pca,DBSCAN,,"{'eps': 0.8, 'min_samples': 5}",,,,1.0,0.0,0.0,,,,20000.0,
e5-small,pca,DBSCAN,,"{'eps': 0.8, 'min_samples': 10}",,,,1.0,0.0,0.0,,,,20000.0,
e5-small,pca,DBSCAN,,"{'eps': 0.8, 'min_samples': 20}",,,,1.0,0.0,0.0,,,,20000.0,
e5-small,pca,DBSCAN,,"{'eps': 1.0, 'min_samples': 5}",,,,1.0,0.0,0.0,,,,20000.0,
e5-small,pca,DBSCAN,,"{'eps': 1.0, 'min_samples': 10}",,,,1.0,0.0,0.0,,,,20000.0,
e5-small,pca,DBSCAN,,"{'eps': 1.0, 'min_samples': 20}",,,,1.0,0.0,0.0,,,,20000.0,
e5-small,pca,HDBSCAN,,{'min_cluster_size': 5},-0.08043450117111206,1.2806741396384766,28.240234375,264.0,12585.0,0.62925,0.2556840777397156,1.0438593831569645,55.19369125366211,7415.0,0.2556840777397156
e5-small,pca,HDBSCAN,,{'min_cluster_size': 10},0.01711181551218033,1.3222627827781912,94.29425048828125,75.0,12439.0,0.62195,0.33185502886772156,1.0303669796774342,157.6591033935547,7561.0,0.33185502886772156
e5-small,pca,HDBSCAN,,{'min_cluster_size': 20},0.0420505665242672,1.432025946153631,209.4509735107422,29.0,12698.0,0.6349,0.35376858711242676,1.0849787375080306,321.1532287597656,7302.0,0.35376858711242676
e5-small,pca,HDBSCAN,,{'min_cluster_size': 30},0.05321074277162552,1.5379972995877387,348.9007873535156,17.0,12726.0,0.6363,0.3548102378845215,1.0811470721510799,529.602294921875,7274.0,0.3548102378845215
e5-small,pca,HDBSCAN,,{'min_cluster_size': 50},0.09461785852909088,1.3648922127376164,563.3870239257812,10.0,12649.0,0.63245,0.3810340166091919,0.7856901898422832,798.677490234375,7351.0,0.3810340166091919
e5-small,umap,KMeans,4.0,{'n_clusters': 4},0.5703809857368469,0.6148769831585299,11982.267578125,4.0,0.0,0.0,,,,,0.5703809857368469
e5-small,umap,Agglomerative,4.0,{'n_clusters': 4},0.4459238350391388,1.1722479083695219,11934.53515625,4.0,0.0,0.0,,,,,0.4459238350391388
e5-small,umap,Spectral,4.0,"{'n_clusters': 4, 'affinity': 'nearest_neighbors'}",0.22748327255249023,2.6282942148550186,66.75788879394531,4.0,0.0,0.0,,,,,0.22748327255249023
e5-small,umap,GMM,4.0,{'n_components': 4},0.530540406703949,0.687156194885718,9213.1591796875,4.0,0.0,0.0,,,,,0.530540406703949
e5-small,umap,KMeans,6.0,{'n_clusters': 6},0.36815083026885986,1.1194615369928935,9962.548828125,6.0,0.0,0.0,,,,,0.36815083026885986
e5-small,umap,Agglomerative,6.0,{'n_clusters': 6},0.4663527309894562,0.8243557248205519,10383.0263671875,6.0,0.0,0.0,,,,,0.4663527309894562
e5-small,umap,Spectral,6.0,"{'n_clusters': 6, 'affinity': 'nearest_neighbors'}",0.33197125792503357,2.142736617903907,154.00460815429688,6.0,0.0,0.0,,,,,0.33197125792503357
e5-small,umap,GMM,6.0,{'n_components': 6},0.38982969522476196,1.4165676832256864,8592.580078125,6.0,0.0,0.0,,,,,0.38982969522476196
e5-small,umap,KMeans,8.0,{'n_clusters': 8},0.303330659866333,1.062491893701377,8710.4833984375,8.0,0.0,0.0,,,,,0.303330659866333
e5-small,umap,Agglomerative,8.0,{'n_clusters': 8},0.47692710161209106,0.7016377940304188,9957.4248046875,8.0,0.0,0.0,,,,,0.47692710161209106
e5-small,umap,Spectral,8.0,"{'n_clusters': 8, 'affinity': 'nearest_neighbors'}",-0.20542939007282257,1.8454453499358847,172.28042602539062,8.0,0.0,0.0,,,,,-0.20542939007282257
e5-small,umap,GMM,8.0,{'n_components': 8},0.292304128408432,1.325368204123465,7401.09716796875,8.0,0.0,0.0,,,,,0.292304128408432
e5-small,umap,KMeans,10.0,{'n_clusters': 10},0.3182390034198761,1.013229663438703,8381.6279296875,10.0,0.0,0.0,,,,,0.3182390034198761
e5-small,umap,Agglomerative,10.0,{'n_clusters': 10},0.40181785821914673,1.2637386126041545,9200.888671875,10.0,0.0,0.0,,,,,0.40181785821914673
e5-small,umap,Spectral,10.0,"{'n_clusters': 10, 'affinity': 'nearest_neighbors'}",-0.24807514250278473,1.8942493355663004,253.38687133789062,10.0,0.0,0.0,,,,,-0.24807514250278473
e5-small,umap,GMM,10.0,{'n_components': 10},0.2524799406528473,1.215743141849202,7183.0185546875,10.0,0.0,0.0,,,,,0.2524799406528473
e5-small,umap,KMeans,12.0,{'n_clusters': 12},0.27231690287590027,1.05540421955097,8749.689453125,12.0,0.0,0.0,,,,,0.27231690287590027
e5-small,umap,Agglomerative,12.0,{'n_clusters': 12},0.2718624472618103,1.311813571099254,8640.63671875,12.0,0.0,0.0,,,,,0.2718624472618103
e5-small,umap,Spectral,12.0,"{'n_clusters': 12, 'affinity': 'nearest_neighbors'}",0.00362466461956501,1.9638474978431066,1276.7947998046875,12.0,0.0,0.0,,,,,0.00362466461956501
e5-small,umap,GMM,12.0,{'n_components': 12},0.19108137488365173,1.439114094134945,6505.57568359375,12.0,0.0,0.0,,,,,0.19108137488365173
e5-small,umap,KMeans,14.0,{'n_clusters': 14},0.29316624999046326,1.0718678678764058,8083.3564453125,14.0,0.0,0.0,,,,,0.29316624999046326
e5-small,umap,Agglomerative,14.0,{'n_clusters': 14},0.2837280035018921,1.2660584200703358,8272.203125,14.0,0.0,0.0,,,,,0.2837280035018921
e5-small,umap,Spectral,14.0,"{'n_clusters': 14, 'affinity': 'nearest_neighbors'}",0.019938252866268158,1.5068923292441043,1374.7049560546875,14.0,0.0,0.0,,,,,0.019938252866268158
e5-small,umap,GMM,14.0,{'n_components': 14},0.2570224404335022,1.426779436500089,7293.509765625,14.0,0.0,0.0,,,,,0.2570224404335022
e5-small,umap,KMeans,16.0,{'n_clusters': 16},0.2956400215625763,1.0784865705301434,7670.54736328125,16.0,0.0,0.0,,,,,0.2956400215625763
e5-small,umap,Agglomerative,16.0,{'n_clusters': 16},0.2822699248790741,1.153574757898967,7990.3623046875,16.0,0.0,0.0,,,,,0.2822699248790741
e5-small,umap,Spectral,16.0,"{'n_clusters': 16, 'affinity': 'nearest_neighbors'}",0.03980715572834015,1.8699492392643045,1165.965087890625,16.0,0.0,0.0,,,,,0.03980715572834015
e5-small,umap,GMM,16.0,{'n_components': 16},0.1869325488805771,1.4453011764645616,6454.93994140625,16.0,0.0,0.0,,,,,0.1869325488805771
e5-small,umap,KMeans,18.0,{'n_clusters': 18},0.28579574823379517,1.086674931024804,7784.9697265625,18.0,0.0,0.0,,,,,0.28579574823379517
e5-small,umap,Agglomerative,18.0,{'n_clusters': 18},0.29224252700805664,1.129598300026303,7796.72021484375,18.0,0.0,0.0,,,,,0.29224252700805664
e5-small,umap,Spectral,18.0,"{'n_clusters': 18, 'affinity': 'nearest_neighbors'}",0.007593073882162571,1.9101076532512538,914.0579833984375,18.0,0.0,0.0,,,,,0.007593073882162571
e5-small,umap,GMM,18.0,{'n_components': 18},0.22652582824230194,1.2590354914464994,6652.62646484375,18.0,0.0,0.0,,,,,0.22652582824230194
e5-small,umap,KMeans,20.0,{'n_clusters': 20},0.2908468246459961,1.061186495669205,7335.6708984375,20.0,0.0,0.0,,,,,0.2908468246459961
e5-small,umap,Agglomerative,20.0,{'n_clusters': 20},0.2975853383541107,1.1224312524481959,7634.01171875,20.0,0.0,0.0,,,,,0.2975853383541107
e5-small,umap,Spectral,20.0,"{'n_clusters': 20, 'affinity': 'nearest_neighbors'}",-0.015105661004781723,2.0520169326811413,881.4417114257812,20.0,0.0,0.0,,,,,-0.015105661004781723
e5-small,umap,GMM,20.0,{'n_components': 20},0.2362636774778366,1.2040546329094748,6451.84423828125,20.0,0.0,0.0,,,,,0.2362636774778366
e5-small,umap,DBSCAN,,"{'eps': 0.3, 'min_samples': 5}",-0.4502289593219757,1.0487121412451657,118.79102325439453,192.0,1132.0,0.0566,-0.4343898296356201,0.9986199912031757,116.57959747314453,18868.0,-0.4343898296356201
e5-small,umap,DBSCAN,,"{'eps': 0.3, 'min_samples': 10}",-0.13664688169956207,1.1640649875500235,766.9678955078125,140.0,2565.0,0.12825,-0.05080597102642059,0.867766900837983,1555.9005126953125,17435.0,-0.05080597102642059
e5-small,umap,DBSCAN,,"{'eps': 0.3, 'min_samples': 20}",0.0657183825969696,1.1624877568939462,576.1932373046875,115.0,5036.0,0.2518,0.3424929678440094,0.6593730014720173,6103.77880859375,14964.0,0.3424929678440094
e5-small,umap,DBSCAN,,"{'eps': 0.5, 'min_samples': 5}",-0.42344409227371216,0.9018915031766283,198.68226623535156,93.0,33.0,0.00165,-0.4229794442653656,0.7093394063277796,200.9698486328125,19967.0,-0.4229794442653656
e5-small,umap,DBSCAN,,"{'eps': 0.5, 'min_samples': 10}",-0.35759350657463074,1.2288795153377146,295.3085021972656,55.0,328.0,0.0164,-0.35384315252304077,0.6174832868138951,314.849609375,19672.0,-0.35384315252304077
e5-small,umap,DBSCAN,,"{'eps': 0.5, 'min_samples': 20}",-0.3630594313144684,1.2479201273936205,369.72021484375,37.0,801.0,0.04005,-0.3524089455604553,0.6241636579032029,421.38348388671875,19199.0,-0.3524089455604553
e5-small,umap,DBSCAN,,"{'eps': 0.8, 'min_samples': 5}",-0.2812264859676361,0.5576563089511872,248.90798950195312,63.0,0.0,0.0,-0.2812264859676361,0.5576563089511872,248.90798950195312,20000.0,-0.2812264859676361
e5-small,umap,DBSCAN,,"{'eps': 0.8, 'min_samples': 10}",-0.25836381316185,1.4167750492865752,344.6565246582031,40.0,171.0,0.00855,-0.25660833716392517,0.5849845759374851,366.36895751953125,19829.0,-0.25660833716392517
e5-small,umap,DBSCAN,,"{'eps': 0.8, 'min_samples': 20}",-0.07061472535133362,1.426753513421196,470.9676208496094,26.0,402.0,0.0201,-0.061732321977615356,0.5226417309734853,528.7689208984375,19598.0,-0.061732321977615356
e5-small,umap,DBSCAN,,"{'eps': 1.0, 'min_samples': 5}",-0.275073379278183,0.5584838115565468,258.5233154296875,60.0,0.0,0.0,-0.275073379278183,0.5584838115565468,258.5233154296875,20000.0,-0.275073379278183
e5-small,umap,DBSCAN,,"{'eps': 1.0, 'min_samples': 10}",-0.1727442890405655,1.436370893536627,368.90093994140625,37.0,161.0,0.00805,-0.17061032354831696,0.5784354156492123,392.5081481933594,19839.0,-0.17061032354831696
e5-small,umap,DBSCAN,,"{'eps': 1.0, 'min_samples': 20}",-0.09043656289577484,1.470074104733248,490.4194030761719,24.0,349.0,0.01745,-0.08357103168964386,0.5364770223439328,548.615478515625,19651.0,-0.08357103168964386
e5-small,umap,HDBSCAN,,{'min_cluster_size': 5},-0.0077239531092345715,0.9701702625304885,93.1986083984375,671.0,8023.0,0.40115,0.577740490436554,0.4796581028047752,12557.0380859375,11977.0,0.577740490436554
e5-small,umap,HDBSCAN,,{'min_cluster_size': 10},-0.02773919701576233,0.9122785516238585,161.83384704589844,287.0,8685.0,0.43425,0.5969103574752808,0.46269030284368823,10014.8056640625,11315.0,0.5969103574752808
e5-small,umap,HDBSCAN,,{'min_cluster_size': 20},-0.03737747669219971,1.0568676231125684,272.2021484375,141.0,8874.0,0.4437,0.577843189239502,0.46756309997031303,8522.2509765625,11126.0,0.577843189239502
e5-small,umap,HDBSCAN,,{'min_cluster_size': 30},-0.07123060524463654,1.1158396938200588,371.6985168457031,87.0,9646.0,0.4823,0.5921071767807007,0.5083340194452913,12272.4716796875,10354.0,0.5921071767807007
e5-small,umap,HDBSCAN,,{'min_cluster_size': 50},-0.011599019169807434,1.3433652256593496,661.536865234375,16.0,1092.0,0.0546,0.014168087393045425,0.49281599216412764,811.0677490234375,18908.0,0.014168087393045425
e5-base,none,KMeans,4.0,{'n_clusters': 4},0.024459242820739746,4.284331240668045,725.9572143554688,4.0,0.0,0.0,,,,,0.024459242820739746
e5-base,none,Agglomerative,4.0,{'n_clusters': 4},0.03343312069773674,3.2139817130901767,606.9297485351562,4.0,0.0,0.0,,,,,0.03343312069773674
e5-base,none,Spectral,4.0,"{'n_clusters': 4, 'affinity': 'nearest_neighbors'}",-0.0350213423371315,1.3150809416790445,67.75157165527344,4.0,0.0,0.0,,,,,-0.0350213423371315
e5-base,none,GMM,4.0,{'n_components': 4},0.024412045255303383,4.315627196652307,718.220703125,4.0,0.0,0.0,,,,,0.024412045255303383
e5-base,none,KMeans,6.0,{'n_clusters': 6},0.02712155692279339,4.758306525775871,544.950927734375,6.0,0.0,0.0,,,,,0.02712155692279339
e5-base,none,Agglomerative,6.0,{'n_clusters': 6},0.016200602054595947,4.348329886844559,459.88720703125,6.0,0.0,0.0,,,,,0.016200602054595947
e5-base,none,Spectral,6.0,"{'n_clusters': 6, 'affinity': 'nearest_neighbors'}",-0.04247994348406792,1.3494064949656137,47.93708419799805,6.0,0.0,0.0,,,,,-0.04247994348406792
e5-base,none,GMM,6.0,{'n_components': 6},0.027143340557813644,4.767824055897321,543.4222412109375,6.0,0.0,0.0,,,,,0.027143340557813644
e5-base,none,KMeans,8.0,{'n_clusters': 8},0.03369166702032089,4.46555468112361,453.0365905761719,8.0,0.0,0.0,,,,,0.03369166702032089
e5-base,none,Agglomerative,8.0,{'n_clusters': 8},0.01739637926220894,3.925071738008458,385.39752197265625,8.0,0.0,0.0,,,,,0.01739637926220894
e5-base,none,Spectral,8.0,"{'n_clusters': 8, 'affinity': 'nearest_neighbors'}",-0.05527868494391441,1.3514455149507363,39.172996520996094,8.0,0.0,0.0,,,,,-0.05527868494391441
e5-base,none,GMM,8.0,{'n_components': 8},0.03371305391192436,4.482618099215513,452.24884033203125,8.0,0.0,0.0,,,,,0.03371305391192436
e5-base,none,KMeans,10.0,{'n_clusters': 10},0.03165286034345627,4.227494266204076,400.0977478027344,10.0,0.0,0.0,,,,,0.03165286034345627
e5-base,none,Agglomerative,10.0,{'n_clusters': 10},0.01953231729567051,3.761906202165086,335.20330810546875,10.0,0.0,0.0,,,,,0.01953231729567051
e5-base,none,Spectral,10.0,"{'n_clusters': 10, 'affinity': 'nearest_neighbors'}",-0.05218483880162239,1.5776689326315452,48.02059555053711,10.0,0.0,0.0,,,,,-0.05218483880162239
e5-base,none,GMM,10.0,{'n_components': 10},0.031628336757421494,4.239951982683284,399.6826171875,10.0,0.0,0.0,,,,,0.031628336757421494
e5-base,none,KMeans,12.0,{'n_clusters': 12},0.0318564847111702,4.54495309238279,343.0534362792969,12.0,0.0,0.0,,,,,0.0318564847111702
e5-base,none,Agglomerative,12.0,{'n_clusters': 12},0.021955471485853195,4.172660389387816,301.0649108886719,12.0,0.0,0.0,,,,,0.021955471485853195
e5-base,none,Spectral,12.0,"{'n_clusters': 12, 'affinity': 'nearest_neighbors'}",-0.05183720588684082,1.710072868508519,44.791542053222656,12.0,0.0,0.0,,,,,-0.05183720588684082
e5-base,none,GMM,12.0,{'n_components': 12},0.031856875866651535,4.545614428786856,342.9808654785156,12.0,0.0,0.0,,,,,0.031856875866651535
e5-base,none,KMeans,14.0,{'n_clusters': 14},0.03160134702920914,4.384989090633581,319.4169921875,14.0,0.0,0.0,,,,,0.03160134702920914
e5-base,none,Agglomerative,14.0,{'n_clusters': 14},0.024098126217722893,4.01452329673515,274.9845275878906,14.0,0.0,0.0,,,,,0.024098126217722893
e5-base,none,Spectral,14.0,"{'n_clusters': 14, 'affinity': 'nearest_neighbors'}",-0.05145688354969025,1.6896508465685458,49.0172004699707,14.0,0.0,0.0,,,,,-0.05145688354969025
e5-base,none,GMM,14.0,{'n_components': 14},0.03158682584762573,4.390069551049654,319.2739562988281,14.0,0.0,0.0,,,,,0.03158682584762573
e5-base,none,KMeans,16.0,{'n_clusters': 16},0.034788403660058975,4.213485562647405,294.5814208984375,16.0,0.0,0.0,,,,,0.034788403660058975
e5-base,none,Agglomerative,16.0,{'n_clusters': 16},0.025919705629348755,3.808018965856884,253.13497924804688,16.0,0.0,0.0,,,,,0.025919705629348755
e5-base,none,Spectral,16.0,"{'n_clusters': 16, 'affinity': 'nearest_neighbors'}",-0.05570695921778679,1.6405904521434853,46.193870544433594,16.0,0.0,0.0,,,,,-0.05570695921778679
e5-base,none,GMM,16.0,{'n_components': 16},0.03477982431650162,4.214532958322683,294.5435485839844,16.0,0.0,0.0,,,,,0.03477982431650162
e5-base,none,KMeans,18.0,{'n_clusters': 18},0.03773098811507225,4.068583836857124,274.4728698730469,18.0,0.0,0.0,,,,,0.03773098811507225
e5-base,none,Agglomerative,18.0,{'n_clusters': 18},0.025464633479714394,4.055667126616688,233.9708709716797,18.0,0.0,0.0,,,,,0.025464633479714394
e5-base,none,Spectral,18.0,"{'n_clusters': 18, 'affinity': 'nearest_neighbors'}",-0.02304469794034958,1.8916214265008238,129.226806640625,18.0,0.0,0.0,,,,,-0.02304469794034958
e5-base,none,GMM,18.0,{'n_components': 18},0.03772144019603729,4.069532366030912,274.42437744140625,18.0,0.0,0.0,,,,,0.03772144019603729
e5-base,none,KMeans,20.0,{'n_clusters': 20},0.03952580690383911,3.9963451283823446,258.1288757324219,20.0,0.0,0.0,,,,,0.03952580690383911
e5-base,none,Agglomerative,20.0,{'n_clusters': 20},0.02521895430982113,4.2653792590253605,218.1898193359375,20.0,0.0,0.0,,,,,0.02521895430982113
e5-base,none,Spectral,20.0,"{'n_clusters': 20, 'affinity': 'nearest_neighbors'}",-0.042569514364004135,1.742213482999977,68.44923400878906,20.0,0.0,0.0,,,,,-0.042569514364004135
e5-base,none,GMM,20.0,{'n_components': 20},0.03950846567749977,3.9985787237203865,258.0458068847656,20.0,0.0,0.0,,,,,0.03950846567749977
e5-base,none,DBSCAN,,"{'eps': 0.3, 'min_samples': 5}",-0.05124811828136444,1.2804915256531646,22.226104736328125,129.0,17210.0,0.8605,0.45354390144348145,0.8163307067260006,77.48129272460938,2790.0,0.45354390144348145
e5-base,none,DBSCAN,,"{'eps': 0.3, 'min_samples': 10}",-0.040417492389678955,1.3298641350349485,44.216373443603516,49.0,17796.0,0.8898,0.4575582444667816,0.8569105608240305,155.99595642089844,2204.0,0.4575582444667816
e5-base,none,DBSCAN,,"{'eps': 0.3, 'min_samples': 20}",-0.03445025160908699,1.3762118471576716,94.14325714111328,16.0,18383.0,0.91915,0.4349038302898407,0.9260089552834062,335.5707702636719,1617.0,0.4349038302898407
e5-base,none,DBSCAN,,"{'eps': 0.5, 'min_samples': 5}",-0.02875499613583088,2.380875116167808,13.651229858398438,17.0,2201.0,0.11005,-0.023743242025375366,1.5686937953958118,6.84328031539917,17799.0,-0.023743242025375366
e5-base,none,DBSCAN,,"{'eps': 0.5, 'min_samples': 10}",0.017775123938918114,4.624212301858068,60.453468322753906,3.0,2640.0,0.132,0.0320679247379303,1.6015969798899452,12.511990547180176,17360.0,0.0320679247379303
e5-base,none,DBSCAN,,"{'eps': 0.5, 'min_samples': 20}",0.02114708721637726,5.843508229607921,97.91484832763672,2.0,3154.0,0.1577,0.04082983359694481,2.066020212504452,3.3690712451934814,16846.0,0.04082983359694481
e5-base,none,DBSCAN,,"{'eps': 0.8, 'min_samples': 5}",,,,1.0,0.0,0.0,,,,20000.0,
e5-base,none,DBSCAN,,"{'eps': 0.8, 'min_samples': 10}",,,,1.0,0.0,0.0,,,,20000.0,
e5-base,none,DBSCAN,,"{'eps': 0.8, 'min_samples': 20}",,,,1.0,0.0,0.0,,,,20000.0,
e5-base,none,DBSCAN,,"{'eps': 1.0, 'min_samples': 5}",,,,1.0,0.0,0.0,,,,20000.0,
e5-base,none,DBSCAN,,"{'eps': 1.0, 'min_samples': 10}",,,,1.0,0.0,0.0,,,,20000.0,
e5-base,none,DBSCAN,,"{'eps': 1.0, 'min_samples': 20}",,,,1.0,0.0,0.0,,,,20000.0,
e5-base,none,HDBSCAN,,{'min_cluster_size': 5},-0.07230476289987564,1.5716088667600951,12.364958763122559,324.0,16156.0,0.8078,0.42732155323028564,1.219090959721114,45.07946014404297,3844.0,0.42732155323028564
e5-base,none,HDBSCAN,,{'min_cluster_size': 10},-0.07062137126922607,1.5864792649824666,28.82268524169922,92.0,17082.0,0.8541,0.3972408175468445,1.2283231220428703,83.03790283203125,2918.0,0.3972408175468445
e5-base,none,HDBSCAN,,{'min_cluster_size': 20},-0.06440827995538712,1.7367040056941074,72.12621307373047,28.0,17497.0,0.87485,0.3296763598918915,1.3312109833740196,166.2250518798828,2503.0,0.3296763598918915
e5-base,none,HDBSCAN,,{'min_cluster_size': 30},-0.04121214151382446,1.9792857956038512,111.86356353759766,17.0,17595.0,0.87975,0.3450932204723358,1.4816308482740244,248.9146270751953,2405.0,0.3450932204723358
e5-base,none,HDBSCAN,,{'min_cluster_size': 50},-0.0476699098944664,2.0346473307346975,142.0336151123047,11.0,18067.0,0.90335,0.3754107654094696,1.2847215829107481,361.9926452636719,1933.0,0.3754107654094696
e5-base,pca,KMeans,4.0,{'n_clusters': 4},0.06557347625494003,3.1377608307198948,1520.3094482421875,4.0,0.0,0.0,,,,,0.06557347625494003
e5-base,pca,Agglomerative,4.0,{'n_clusters': 4},0.0632723867893219,3.4341305966700166,1301.5552978515625,4.0,0.0,0.0,,,,,0.0632723867893219
e5-base,pca,Spectral,4.0,"{'n_clusters': 4, 'affinity': 'nearest_neighbors'}",0.17740020155906677,0.9294147703800416,117.4450454711914,4.0,0.0,0.0,,,,,0.17740020155906677
e5-base,pca,GMM,4.0,{'n_components': 4},0.06518196314573288,3.403965849900341,1314.926513671875,4.0,0.0,0.0,,,,,0.06518196314573288
e5-base,pca,KMeans,6.0,{'n_clusters': 6},0.06327901780605316,2.8148602453399953,1149.3404541015625,6.0,0.0,0.0,,,,,0.06327901780605316
e5-base,pca,Agglomerative,6.0,{'n_clusters': 6},0.07581982761621475,2.7537998619268405,1004.5410766601562,6.0,0.0,0.0,,,,,0.07581982761621475
e5-base,pca,Spectral,6.0,"{'n_clusters': 6, 'affinity': 'nearest_neighbors'}",0.05439653992652893,1.1420175026752901,222.03640747070312,6.0,0.0,0.0,,,,,0.05439653992652893
e5-base,pca,GMM,6.0,{'n_components': 6},0.061333611607551575,3.4039112690374806,951.9951782226562,6.0,0.0,0.0,,,,,0.061333611607551575
e5-base,pca,KMeans,8.0,{'n_clusters': 8},0.07116150856018066,2.7550319774925556,991.2040405273438,8.0,0.0,0.0,,,,,0.07116150856018066
e5-base,pca,Agglomerative,8.0,{'n_clusters': 8},0.08358842879533768,2.6255715238264923,830.8811645507812,8.0,0.0,0.0,,,,,0.08358842879533768
e5-base,pca,Spectral,8.0,"{'n_clusters': 8, 'affinity': 'nearest_neighbors'}",0.05450890585780144,1.22685859483559,78.48129272460938,8.0,0.0,0.0,,,,,0.05450890585780144
e5-base,pca,GMM,8.0,{'n_components': 8},0.06070081889629364,3.055605282653892,832.4848022460938,8.0,0.0,0.0,,,,,0.06070081889629364
e5-base,pca,KMeans,10.0,{'n_clusters': 10},0.07146912813186646,2.8098344375811037,862.0892333984375,10.0,0.0,0.0,,,,,0.07146912813186646
e5-base,pca,Agglomerative,10.0,{'n_clusters': 10},0.07338432967662811,2.6535357767101444,734.405029296875,10.0,0.0,0.0,,,,,0.07338432967662811
e5-base,pca,Spectral,10.0,"{'n_clusters': 10, 'affinity': 'nearest_neighbors'}",-0.01575150527060032,1.1903610422646325,189.4557342529297,10.0,0.0,0.0,,,,,-0.01575150527060032
e5-base,pca,GMM,10.0,{'n_components': 10},0.04816107824444771,3.556555960010365,709.9917602539062,10.0,0.0,0.0,,,,,0.04816107824444771
e5-base,pca,KMeans,12.0,{'n_clusters': 12},0.06568440049886703,2.992999402167865,761.1488647460938,12.0,0.0,0.0,,,,,0.06568440049886703
e5-base,pca,Agglomerative,12.0,{'n_clusters': 12},0.05723606422543526,2.9173244259206825,669.40869140625,12.0,0.0,0.0,,,,,0.05723606422543526
e5-base,pca,Spectral,12.0,"{'n_clusters': 12, 'affinity': 'nearest_neighbors'}",-0.01794131100177765,1.1802128709347264,161.18800354003906,12.0,0.0,0.0,,,,,-0.01794131100177765
e5-base,pca,GMM,12.0,{'n_components': 12},0.0541975274682045,3.3826426943165795,634.5462646484375,12.0,0.0,0.0,,,,,0.0541975274682045
e5-base,pca,KMeans,14.0,{'n_clusters': 14},0.08011028170585632,2.64236738646305,739.7334594726562,14.0,0.0,0.0,,,,,0.08011028170585632
e5-base,pca,Agglomerative,14.0,{'n_clusters': 14},0.062101539224386215,2.814136767287351,617.4838256835938,14.0,0.0,0.0,,,,,0.062101539224386215
e5-base,pca,Spectral,14.0,"{'n_clusters': 14, 'affinity': 'nearest_neighbors'}",-0.01923622377216816,1.3204600555555182,143.7542266845703,14.0,0.0,0.0,,,,,-0.01923622377216816
e5-base,pca,GMM,14.0,{'n_components': 14},0.060284264385700226,3.2927689049725974,623.6634521484375,14.0,0.0,0.0,,,,,0.060284264385700226
e5-base,pca,KMeans,16.0,{'n_clusters': 16},0.0841817781329155,2.59991977279077,685.7276000976562,16.0,0.0,0.0,,,,,0.0841817781329155
