embedding,reduction,algo,k,params,silhouette,davies_bouldin,calinski_harabasz,n_clusters,noise,noise_rate,silhouette_core,davies_bouldin_core,calinski_harabasz_core,n_labeled,score_for_rank
multi-qa-MiniLM-L6-cos-v1,none,Agglomerative,14.0,{'n_clusters': 14},0.02105133980512619,3.9205759564514993,294.83819580078125,14.0,0.0,0.0,,,,,0.02105133980512619
multi-qa-MiniLM-L6-cos-v1,none,Spectral,14.0,"{'n_clusters': 14, 'affinity': 'nearest_neighbors'}",-0.04498928040266037,1.6104277752465919,78.14897155761719,14.0,0.0,0.0,,,,,-0.04498928040266037
multi-qa-MiniLM-L6-cos-v1,none,GMM,14.0,{'n_components': 14},0.028927331790328026,4.124992641924865,357.3948059082031,14.0,0.0,0.0,,,,,0.028927331790328026
multi-qa-MiniLM-L6-cos-v1,none,KMeans,16.0,{'n_clusters': 16},0.05439107492566109,3.8405387956354295,335.1266784667969,16.0,0.0,0.0,,,,,0.05439107492566109
multi-qa-MiniLM-L6-cos-v1,none,Agglomerative,16.0,{'n_clusters': 16},0.02445570006966591,3.8444366081556005,272.4789733886719,16.0,0.0,0.0,,,,,0.02445570006966591
multi-qa-MiniLM-L6-cos-v1,none,Spectral,16.0,"{'n_clusters': 16, 'affinity': 'nearest_neighbors'}",-0.050576869398355484,1.5860779721834892,70.24610137939453,16.0,0.0,0.0,,,,,-0.050576869398355484
multi-qa-MiniLM-L6-cos-v1,none,GMM,16.0,{'n_components': 16},0.05450864136219025,3.8539505252531927,333.8376770019531,16.0,0.0,0.0,,,,,0.05450864136219025
multi-qa-MiniLM-L6-cos-v1,none,KMeans,18.0,{'n_clusters': 18},0.0554572194814682,3.80335928850357,308.18548583984375,18.0,0.0,0.0,,,,,0.0554572194814682
multi-qa-MiniLM-L6-cos-v1,none,Agglomerative,18.0,{'n_clusters': 18},0.02672513946890831,3.6750521892403247,253.040283203125,18.0,0.0,0.0,,,,,0.02672513946890831
multi-qa-MiniLM-L6-cos-v1,none,Spectral,18.0,"{'n_clusters': 18, 'affinity': 'nearest_neighbors'}",-0.05119531601667404,1.6309041790222996,69.34403228759766,18.0,0.0,0.0,,,,,-0.05119531601667404
multi-qa-MiniLM-L6-cos-v1,none,GMM,18.0,{'n_components': 18},0.05573803186416626,3.8119498688211824,307.422607421875,18.0,0.0,0.0,,,,,0.05573803186416626
multi-qa-MiniLM-L6-cos-v1,none,KMeans,20.0,{'n_clusters': 20},0.03764709085226059,3.9969165486876017,291.5782165527344,20.0,0.0,0.0,,,,,0.03764709085226059
multi-qa-MiniLM-L6-cos-v1,none,Agglomerative,20.0,{'n_clusters': 20},0.02819911763072014,3.689985250486969,236.7451934814453,20.0,0.0,0.0,,,,,0.02819911763072014
multi-qa-MiniLM-L6-cos-v1,none,Spectral,20.0,"{'n_clusters': 20, 'affinity': 'nearest_neighbors'}",-0.05424140766263008,1.585350214620087,57.48019027709961,20.0,0.0,0.0,,,,,-0.05424140766263008
multi-qa-MiniLM-L6-cos-v1,none,GMM,20.0,{'n_components': 20},0.03774522617459297,4.01318753982557,290.9411315917969,20.0,0.0,0.0,,,,,0.03774522617459297
multi-qa-MiniLM-L6-cos-v1,none,DBSCAN,,"{'eps': 0.3, 'min_samples': 5}",-0.09342740476131439,1.1151903114961046,20.34153175354004,108.0,18171.0,0.90855,0.6568865776062012,0.573346824256622,372.80572509765625,1829.0,0.6568865776062012
multi-qa-MiniLM-L6-cos-v1,none,DBSCAN,,"{'eps': 0.3, 'min_samples': 10}",-0.06014683097600937,1.1172629196880044,37.203208923339844,43.0,18635.0,0.93175,0.6584579348564148,0.6327738299189708,720.2239990234375,1365.0,0.6584579348564148
multi-qa-MiniLM-L6-cos-v1,none,DBSCAN,,"{'eps': 0.3, 'min_samples': 20}",-0.041874852031469345,1.1136525220628686,64.51681518554688,17.0,19045.0,0.95225,0.6989994645118713,0.6326308000451336,1429.068115234375,955.0,0.6989994645118713
multi-qa-MiniLM-L6-cos-v1,none,DBSCAN,,"{'eps': 0.5, 'min_samples': 5}",-0.09975530952215195,1.2813156778517634,20.750991821289062,165.0,16883.0,0.84415,0.48584672808647156,0.8051098413862793,97.0436782836914,3117.0,0.48584672808647156
multi-qa-MiniLM-L6-cos-v1,none,DBSCAN,,"{'eps': 0.5, 'min_samples': 10}",-0.07916511595249176,1.3119388367103755,45.79383087158203,53.0,17683.0,0.88415,0.49631187319755554,0.8267375923607281,209.86207580566406,2317.0,0.49631187319755554
multi-qa-MiniLM-L6-cos-v1,none,DBSCAN,,"{'eps': 0.5, 'min_samples': 20}",-0.04941358044743538,1.326160844445945,81.20682525634766,22.0,18220.0,0.911,0.5095148086547852,0.7640554913721783,366.6128845214844,1780.0,0.5095148086547852
multi-qa-MiniLM-L6-cos-v1,none,DBSCAN,,"{'eps': 0.8, 'min_samples': 5}",-0.08451098948717117,1.9795680177522883,11.302982330322266,44.0,5791.0,0.28955,-0.0709410309791565,1.518630876718256,8.100872993469238,14209.0,-0.0709410309791565
multi-qa-MiniLM-L6-cos-v1,none,DBSCAN,,"{'eps': 0.8, 'min_samples': 10}",-0.06144217029213905,2.5911987681646305,26.32527732849121,14.0,6608.0,0.3304,-0.04974149167537689,1.4517555056916158,14.172628402709961,13392.0,-0.04974149167537689
multi-qa-MiniLM-L6-cos-v1,none,DBSCAN,,"{'eps': 0.8, 'min_samples': 20}",-0.006751278880983591,4.675507763718254,78.48094177246094,4.0,7757.0,0.38785,0.015666209161281586,1.8754643243706368,23.300216674804688,12243.0,0.015666209161281586
multi-qa-MiniLM-L6-cos-v1,none,DBSCAN,,"{'eps': 1.0, 'min_samples': 5}",0.09827350825071335,5.2440504327816395,22.836734771728516,1.0,140.0,0.007,,,,19860.0,
multi-qa-MiniLM-L6-cos-v1,none,DBSCAN,,"{'eps': 1.0, 'min_samples': 10}",0.1002354547381401,5.110996352431798,26.110511779785156,1.0,152.0,0.0076,,,,19848.0,
multi-qa-MiniLM-L6-cos-v1,none,DBSCAN,,"{'eps': 1.0, 'min_samples': 20}",0.10021846741437912,5.118498545213754,27.908523559570312,1.0,163.0,0.00815,,,,19837.0,
multi-qa-MiniLM-L6-cos-v1,none,HDBSCAN,,{'min_cluster_size': 5},-0.09952609241008759,1.438641283875921,13.415066719055176,315.0,16179.0,0.80895,0.4736751616001129,1.0532214642750215,66.73723602294922,3821.0,0.4736751616001129
multi-qa-MiniLM-L6-cos-v1,none,HDBSCAN,,{'min_cluster_size': 10},-0.07002023607492447,1.4764363798846303,36.961055755615234,86.0,16362.0,0.8181,0.3817337453365326,1.0775431267355966,115.07537078857422,3638.0,0.3817337453365326
multi-qa-MiniLM-L6-cos-v1,none,HDBSCAN,,{'min_cluster_size': 20},-0.08165580779314041,1.5341853750143117,62.478538513183594,36.0,17389.0,0.86945,0.40689554810523987,1.0772993968863174,206.14093017578125,2611.0,0.40689554810523987
multi-qa-MiniLM-L6-cos-v1,none,HDBSCAN,,{'min_cluster_size': 30},-0.05010732263326645,1.821071037414826,162.11715698242188,12.0,17240.0,0.862,0.37507393956184387,1.0467959651336598,419.20074462890625,2760.0,0.37507393956184387
multi-qa-MiniLM-L6-cos-v1,none,HDBSCAN,,{'min_cluster_size': 50},-0.056982170790433884,1.733013430130442,154.62734985351562,12.0,17497.0,0.87485,0.4028400778770447,0.967364238010877,438.8973693847656,2503.0,0.4028400778770447
multi-qa-MiniLM-L6-cos-v1,pca,KMeans,4.0,{'n_clusters': 4},0.0652550756931305,3.271688579173292,1268.9105224609375,4.0,0.0,0.0,,,,,0.0652550756931305
multi-qa-MiniLM-L6-cos-v1,pca,Agglomerative,4.0,{'n_clusters': 4},0.0419713631272316,3.5920007158372953,1021.2800903320312,4.0,0.0,0.0,,,,,0.0419713631272316
multi-qa-MiniLM-L6-cos-v1,pca,Spectral,4.0,"{'n_clusters': 4, 'affinity': 'nearest_neighbors'}",0.11314040422439575,0.7674639921883442,83.74942779541016,4.0,0.0,0.0,,,,,0.11314040422439575
multi-qa-MiniLM-L6-cos-v1,pca,GMM,4.0,{'n_components': 4},0.07838165014982224,3.605464629952585,927.4111938476562,4.0,0.0,0.0,,,,,0.07838165014982224
multi-qa-MiniLM-L6-cos-v1,pca,KMeans,6.0,{'n_clusters': 6},0.07115358859300613,3.49135384128841,968.3095092773438,6.0,0.0,0.0,,,,,0.07115358859300613
multi-qa-MiniLM-L6-cos-v1,pca,Agglomerative,6.0,{'n_clusters': 6},0.0520855151116848,2.8983159976566153,800.5814208984375,6.0,0.0,0.0,,,,,0.0520855151116848
multi-qa-MiniLM-L6-cos-v1,pca,Spectral,6.0,"{'n_clusters': 6, 'affinity': 'nearest_neighbors'}",0.015991704538464546,1.0090082300338281,112.7093734741211,6.0,0.0,0.0,,,,,0.015991704538464546
multi-qa-MiniLM-L6-cos-v1,pca,GMM,6.0,{'n_components': 6},0.06199391558766365,4.083103014847296,711.1280517578125,6.0,0.0,0.0,,,,,0.06199391558766365
multi-qa-MiniLM-L6-cos-v1,pca,KMeans,8.0,{'n_clusters': 8},0.040074802935123444,3.7885575670783465,768.1015625,8.0,0.0,0.0,,,,,0.040074802935123444
multi-qa-MiniLM-L6-cos-v1,pca,Agglomerative,8.0,{'n_clusters': 8},0.0540674552321434,3.4484989688498637,676.5929565429688,8.0,0.0,0.0,,,,,0.0540674552321434
multi-qa-MiniLM-L6-cos-v1,pca,Spectral,8.0,"{'n_clusters': 8, 'affinity': 'nearest_neighbors'}",0.02834283374249935,1.585585186992082,177.82115173339844,8.0,0.0,0.0,,,,,0.02834283374249935
multi-qa-MiniLM-L6-cos-v1,pca,GMM,8.0,{'n_components': 8},0.04021056368947029,4.35544612662599,573.447998046875,8.0,0.0,0.0,,,,,0.04021056368947029
multi-qa-MiniLM-L6-cos-v1,pca,KMeans,10.0,{'n_clusters': 10},0.05208688974380493,3.5151433528712297,699.7948608398438,10.0,0.0,0.0,,,,,0.05208688974380493
multi-qa-MiniLM-L6-cos-v1,pca,Agglomerative,10.0,{'n_clusters': 10},0.05981285497546196,3.2429778149103528,594.9992065429688,10.0,0.0,0.0,,,,,0.05981285497546196
multi-qa-MiniLM-L6-cos-v1,pca,Spectral,10.0,"{'n_clusters': 10, 'affinity': 'nearest_neighbors'}",0.03068912960588932,1.4179698105903467,144.29237365722656,10.0,0.0,0.0,,,,,0.03068912960588932
multi-qa-MiniLM-L6-cos-v1,pca,GMM,10.0,{'n_components': 10},0.04554315283894539,3.89263449520879,540.646240234375,10.0,0.0,0.0,,,,,0.04554315283894539
multi-qa-MiniLM-L6-cos-v1,pca,KMeans,12.0,{'n_clusters': 12},0.05410946160554886,3.3356775991412673,639.174560546875,12.0,0.0,0.0,,,,,0.05410946160554886
multi-qa-MiniLM-L6-cos-v1,pca,Agglomerative,12.0,{'n_clusters': 12},0.056748755276203156,3.195778198807149,537.66357421875,12.0,0.0,0.0,,,,,0.056748755276203156
multi-qa-MiniLM-L6-cos-v1,pca,Spectral,12.0,"{'n_clusters': 12, 'affinity': 'nearest_neighbors'}",0.015154422260820866,1.4313344175458125,144.2470245361328,12.0,0.0,0.0,,,,,0.015154422260820866
multi-qa-MiniLM-L6-cos-v1,pca,GMM,12.0,{'n_components': 12},0.04586910828948021,3.8058287372100517,503.7503356933594,12.0,0.0,0.0,,,,,0.04586910828948021
multi-qa-MiniLM-L6-cos-v1,pca,KMeans,14.0,{'n_clusters': 14},0.05817500129342079,3.1260180359632783,586.006103515625,14.0,0.0,0.0,,,,,0.05817500129342079
multi-qa-MiniLM-L6-cos-v1,pca,Agglomerative,14.0,{'n_clusters': 14},0.06352362781763077,2.9814561449117347,493.8589782714844,14.0,0.0,0.0,,,,,0.06352362781763077
multi-qa-MiniLM-L6-cos-v1,pca,Spectral,14.0,"{'n_clusters': 14, 'affinity': 'nearest_neighbors'}",0.009471355006098747,1.397179151195417,114.84754180908203,14.0,0.0,0.0,,,,,0.009471355006098747
multi-qa-MiniLM-L6-cos-v1,pca,GMM,14.0,{'n_components': 14},0.0527886301279068,3.455677242969588,486.1907653808594,14.0,0.0,0.0,,,,,0.0527886301279068
multi-qa-MiniLM-L6-cos-v1,pca,KMeans,16.0,{'n_clusters': 16},0.055282410234212875,3.1870239065424726,531.6791381835938,16.0,0.0,0.0,,,,,0.055282410234212875
multi-qa-MiniLM-L6-cos-v1,pca,Agglomerative,16.0,{'n_clusters': 16},0.06490578502416611,2.8674654967179483,458.2906799316406,16.0,0.0,0.0,,,,,0.06490578502416611
multi-qa-MiniLM-L6-cos-v1,pca,Spectral,16.0,"{'n_clusters': 16, 'affinity': 'nearest_neighbors'}",-0.010776432231068611,1.4782695777649488,119.33649444580078,16.0,0.0,0.0,,,,,-0.010776432231068611
multi-qa-MiniLM-L6-cos-v1,pca,GMM,16.0,{'n_components': 16},0.0399475172162056,3.8518247443116187,426.1552429199219,16.0,0.0,0.0,,,,,0.0399475172162056
multi-qa-MiniLM-L6-cos-v1,pca,KMeans,18.0,{'n_clusters': 18},0.05831122398376465,3.2510986328788003,495.54949951171875,18.0,0.0,0.0,,,,,0.05831122398376465
multi-qa-MiniLM-L6-cos-v1,pca,Agglomerative,18.0,{'n_clusters': 18},0.06711578369140625,3.1628268770875336,429.98309326171875,18.0,0.0,0.0,,,,,0.06711578369140625
multi-qa-MiniLM-L6-cos-v1,pca,Spectral,18.0,"{'n_clusters': 18, 'affinity': 'nearest_neighbors'}",-0.016456197947263718,1.586196102946771,110.03997802734375,18.0,0.0,0.0,,,,,-0.016456197947263718
multi-qa-MiniLM-L6-cos-v1,pca,GMM,18.0,{'n_components': 18},0.035743266344070435,3.7238526912480543,399.53912353515625,18.0,0.0,0.0,,,,,0.035743266344070435
multi-qa-MiniLM-L6-cos-v1,pca,KMeans,20.0,{'n_clusters': 20},0.06305397301912308,3.18238880443515,470.2486572265625,20.0,0.0,0.0,,,,,0.06305397301912308
multi-qa-MiniLM-L6-cos-v1,pca,Agglomerative,20.0,{'n_clusters': 20},0.070118248462677,3.103748291892358,404.4251403808594,20.0,0.0,0.0,,,,,0.070118248462677
multi-qa-MiniLM-L6-cos-v1,pca,Spectral,20.0,"{'n_clusters': 20, 'affinity': 'nearest_neighbors'}",-0.02366269938647747,1.5531546776557823,100.87220001220703,20.0,0.0,0.0,,,,,-0.02366269938647747
multi-qa-MiniLM-L6-cos-v1,pca,GMM,20.0,{'n_components': 20},0.0444987453520298,3.5287922977591997,398.7967834472656,20.0,0.0,0.0,,,,,0.0444987453520298
multi-qa-MiniLM-L6-cos-v1,pca,DBSCAN,,"{'eps': 0.3, 'min_samples': 5}",-0.10636424273252487,1.0500980110081275,27.556682586669922,138.0,17515.0,0.87575,0.5669833421707153,0.5923110124240831,224.38514709472656,2485.0,0.5669833421707153
multi-qa-MiniLM-L6-cos-v1,pca,DBSCAN,,"{'eps': 0.3, 'min_samples': 10}",-0.06660480052232742,1.0603126831628809,60.665584564208984,45.0,18176.0,0.9088,0.595611035823822,0.5710278871844825,469.5531311035156,1824.0,0.595611035823822
multi-qa-MiniLM-L6-cos-v1,pca,DBSCAN,,"{'eps': 0.3, 'min_samples': 20}",0.005002845078706741,1.057351368738314,128.84521484375,16.0,18609.0,0.93045,0.5999036431312561,0.6410143802335679,899.30908203125,1391.0,0.5999036431312561
multi-qa-MiniLM-L6-cos-v1,pca,DBSCAN,,"{'eps': 0.5, 'min_samples': 5}",-0.14319700002670288,1.5056335505655498,27.145788192749023,152.0,11516.0,0.5758,-0.02814345993101597,1.345517794211199,30.72318458557129,8484.0,-0.02814345993101597
multi-qa-MiniLM-L6-cos-v1,pca,DBSCAN,,"{'eps': 0.5, 'min_samples': 10}",-0.06048194691538811,1.5404811936230278,80.52069091796875,68.0,12958.0,0.6479,0.15403878688812256,1.2636753344049798,124.47515106201172,7042.0,0.15403878688812256
multi-qa-MiniLM-L6-cos-v1,pca,DBSCAN,,"{'eps': 0.5, 'min_samples': 20}",-0.03581148758530617,1.597609780658084,157.54571533203125,28.0,14406.0,0.7203,0.2509549856185913,1.1916993424879487,269.6751403808594,5594.0,0.2509549856185913
multi-qa-MiniLM-L6-cos-v1,pca,DBSCAN,,"{'eps': 0.8, 'min_samples': 5}",,,,1.0,0.0,0.0,,,,20000.0,
multi-qa-MiniLM-L6-cos-v1,pca,DBSCAN,,"{'eps': 0.8, 'min_samples': 10}",,,,1.0,0.0,0.0,,,,20000.0,
multi-qa-MiniLM-L6-cos-v1,pca,DBSCAN,,"{'eps': 0.8, 'min_samples': 20}",,,,1.0,0.0,0.0,,,,20000.0,
multi-qa-MiniLM-L6-cos-v1,pca,DBSCAN,,"{'eps': 1.0, 'min_samples': 5}",,,,1.0,0.0,0.0,,,,20000.0,
multi-qa-MiniLM-L6-cos-v1,pca,DBSCAN,,"{'eps': 1.0, 'min_samples': 10}",,,,1.0,0.0,0.0,,,,20000.0,
multi-qa-MiniLM-L6-cos-v1,pca,DBSCAN,,"{'eps': 1.0, 'min_samples': 20}",,,,1.0,0.0,0.0,,,,20000.0,
multi-qa-MiniLM-L6-cos-v1,pca,HDBSCAN,,{'min_cluster_size': 5},-0.11964631080627441,1.3136908873185618,19.542984008789062,293.0,15077.0,0.75385,0.345373272895813,1.1059963370229104,63.00968551635742,4923.0,0.345373272895813
multi-qa-MiniLM-L6-cos-v1,pca,HDBSCAN,,{'min_cluster_size': 10},-0.05341966450214386,1.347124658865824,55.28872299194336,87.0,15249.0,0.76245,0.3554917573928833,1.0545398951708953,132.91549682617188,4751.0,0.3554917573928833
multi-qa-MiniLM-L6-cos-v1,pca,HDBSCAN,,{'min_cluster_size': 20},-0.04136228188872337,1.422945749068041,99.72705078125,39.0,15623.0,0.78115,0.3488582968711853,1.0889932711144883,215.87168884277344,4377.0,0.3488582968711853
multi-qa-MiniLM-L6-cos-v1,pca,HDBSCAN,,{'min_cluster_size': 30},-0.00935550220310688,1.7400715208281456,231.8046875,16.0,15521.0,0.77605,0.37024304270744324,1.2582678418655386,462.2424621582031,4479.0,0.37024304270744324
multi-qa-MiniLM-L6-cos-v1,pca,HDBSCAN,,{'min_cluster_size': 50},0.0018292274326086044,1.5165153005122514,280.24102783203125,13.0,15563.0,0.77815,0.3890227675437927,0.9399607826665187,563.9764404296875,4437.0,0.3890227675437927
multi-qa-MiniLM-L6-cos-v1,umap,KMeans,4.0,{'n_clusters': 4},0.4536431133747101,0.810410276546162,7739.36328125,4.0,0.0,0.0,,,,,0.4536431133747101
multi-qa-MiniLM-L6-cos-v1,umap,Agglomerative,4.0,{'n_clusters': 4},0.28099703788757324,1.3001032644288515,6740.47705078125,4.0,0.0,0.0,,,,,0.28099703788757324
multi-qa-MiniLM-L6-cos-v1,umap,Spectral,4.0,"{'n_clusters': 4, 'affinity': 'nearest_neighbors'}",-0.14842405915260315,2.8936881927205325,57.741573333740234,4.0,0.0,0.0,,,,,-0.14842405915260315
multi-qa-MiniLM-L6-cos-v1,umap,GMM,4.0,{'n_components': 4},0.3575379252433777,0.979381932738321,4880.1435546875,4.0,0.0,0.0,,,,,0.3575379252433777
multi-qa-MiniLM-L6-cos-v1,umap,KMeans,6.0,{'n_clusters': 6},0.3236571252346039,1.1146008181380405,6377.65185546875,6.0,0.0,0.0,,,,,0.3236571252346039
multi-qa-MiniLM-L6-cos-v1,umap,Agglomerative,6.0,{'n_clusters': 6},0.31441304087638855,0.9075028435524999,6894.18310546875,6.0,0.0,0.0,,,,,0.31441304087638855
multi-qa-MiniLM-L6-cos-v1,umap,Spectral,6.0,"{'n_clusters': 6, 'affinity': 'nearest_neighbors'}",-0.14436037838459015,1.8169003954073917,71.36608123779297,6.0,0.0,0.0,,,,,-0.14436037838459015
multi-qa-MiniLM-L6-cos-v1,umap,GMM,6.0,{'n_components': 6},0.34811338782310486,2.0660498655161903,4178.25390625,6.0,0.0,0.0,,,,,0.34811338782310486
multi-qa-MiniLM-L6-cos-v1,umap,KMeans,8.0,{'n_clusters': 8},0.22718876600265503,1.2412992932933158,5999.67626953125,8.0,0.0,0.0,,,,,0.22718876600265503
multi-qa-MiniLM-L6-cos-v1,umap,Agglomerative,8.0,{'n_clusters': 8},0.31474119424819946,0.9782503883442089,6030.62548828125,8.0,0.0,0.0,,,,,0.31474119424819946
multi-qa-MiniLM-L6-cos-v1,umap,Spectral,8.0,"{'n_clusters': 8, 'affinity': 'nearest_neighbors'}",-0.2877558171749115,2.2233994059536637,139.55203247070312,8.0,0.0,0.0,,,,,-0.2877558171749115
multi-qa-MiniLM-L6-cos-v1,umap,GMM,8.0,{'n_components': 8},0.2846580445766449,1.5187053799121202,4539.75439453125,8.0,0.0,0.0,,,,,0.2846580445766449
multi-qa-MiniLM-L6-cos-v1,umap,KMeans,10.0,{'n_clusters': 10},0.24224001169204712,1.2638356458175672,5354.77880859375,10.0,0.0,0.0,,,,,0.24224001169204712
multi-qa-MiniLM-L6-cos-v1,umap,Agglomerative,10.0,{'n_clusters': 10},0.31886211037635803,0.9972347045342355,5619.9462890625,10.0,0.0,0.0,,,,,0.31886211037635803
multi-qa-MiniLM-L6-cos-v1,umap,Spectral,10.0,"{'n_clusters': 10, 'affinity': 'nearest_neighbors'}",-0.3196764290332794,2.1356917767473953,131.37969970703125,10.0,0.0,0.0,,,,,-0.3196764290332794
multi-qa-MiniLM-L6-cos-v1,umap,GMM,10.0,{'n_components': 10},0.293547660112381,1.289107534845277,4844.87109375,10.0,0.0,0.0,,,,,0.293547660112381
multi-qa-MiniLM-L6-cos-v1,umap,KMeans,12.0,{'n_clusters': 12},0.24517400562763214,1.1726044379752734,5027.84716796875,12.0,0.0,0.0,,,,,0.24517400562763214
multi-qa-MiniLM-L6-cos-v1,umap,Agglomerative,12.0,{'n_clusters': 12},0.3286493420600891,0.9169250790424011,5260.052734375,12.0,0.0,0.0,,,,,0.3286493420600891
multi-qa-MiniLM-L6-cos-v1,umap,Spectral,12.0,"{'n_clusters': 12, 'affinity': 'nearest_neighbors'}",-0.07517573237419128,2.453493238454112,755.0718994140625,12.0,0.0,0.0,,,,,-0.07517573237419128
multi-qa-MiniLM-L6-cos-v1,umap,GMM,12.0,{'n_components': 12},0.2550545036792755,1.3405503046545741,4228.486328125,12.0,0.0,0.0,,,,,0.2550545036792755
multi-qa-MiniLM-L6-cos-v1,umap,KMeans,14.0,{'n_clusters': 14},0.2560395896434784,1.0571946753352082,5264.01416015625,14.0,0.0,0.0,,,,,0.2560395896434784
multi-qa-MiniLM-L6-cos-v1,umap,Agglomerative,14.0,{'n_clusters': 14},0.2843610346317291,0.9881379869097737,5019.263671875,14.0,0.0,0.0,,,,,0.2843610346317291
multi-qa-MiniLM-L6-cos-v1,umap,Spectral,14.0,"{'n_clusters': 14, 'affinity': 'nearest_neighbors'}",-0.35414671897888184,2.497128326261385,238.5218505859375,14.0,0.0,0.0,,,,,-0.35414671897888184
multi-qa-MiniLM-L6-cos-v1,umap,GMM,14.0,{'n_components': 14},0.2821868658065796,1.6578557834418366,4628.2119140625,14.0,0.0,0.0,,,,,0.2821868658065796
multi-qa-MiniLM-L6-cos-v1,umap,KMeans,16.0,{'n_clusters': 16},0.24390555918216705,1.0731203170262549,4920.6064453125,16.0,0.0,0.0,,,,,0.24390555918216705
multi-qa-MiniLM-L6-cos-v1,umap,Agglomerative,16.0,{'n_clusters': 16},0.25381043553352356,1.114059017126087,4857.53955078125,16.0,0.0,0.0,,,,,0.25381043553352356
multi-qa-MiniLM-L6-cos-v1,umap,Spectral,16.0,"{'n_clusters': 16, 'affinity': 'nearest_neighbors'}",-0.16617895662784576,1.8645100665884944,517.4966430664062,16.0,0.0,0.0,,,,,-0.16617895662784576
multi-qa-MiniLM-L6-cos-v1,umap,GMM,16.0,{'n_components': 16},0.2001776546239853,1.6711875418474398,4132.8203125,16.0,0.0,0.0,,,,,0.2001776546239853
multi-qa-MiniLM-L6-cos-v1,umap,KMeans,18.0,{'n_clusters': 18},0.24552232027053833,1.0208171304066864,4905.298828125,18.0,0.0,0.0,,,,,0.24552232027053833
multi-qa-MiniLM-L6-cos-v1,umap,Agglomerative,18.0,{'n_clusters': 18},0.26555418968200684,1.0575978036998477,4744.11572265625,18.0,0.0,0.0,,,,,0.26555418968200684
multi-qa-MiniLM-L6-cos-v1,umap,Spectral,18.0,"{'n_clusters': 18, 'affinity': 'nearest_neighbors'}",-0.1783323884010315,2.7095548098071998,471.6859436035156,18.0,0.0,0.0,,,,,-0.1783323884010315
multi-qa-MiniLM-L6-cos-v1,umap,GMM,18.0,{'n_components': 18},0.19497907161712646,1.1313422377597475,4417.7216796875,18.0,0.0,0.0,,,,,0.19497907161712646
multi-qa-MiniLM-L6-cos-v1,umap,KMeans,20.0,{'n_clusters': 20},0.2437165528535843,1.1051422684960595,4605.1279296875,20.0,0.0,0.0,,,,,0.2437165528535843
multi-qa-MiniLM-L6-cos-v1,umap,Agglomerative,20.0,{'n_clusters': 20},0.23309160768985748,1.0642997402177508,4660.2060546875,20.0,0.0,0.0,,,,,0.23309160768985748
multi-qa-MiniLM-L6-cos-v1,umap,Spectral,20.0,"{'n_clusters': 20, 'affinity': 'nearest_neighbors'}",-0.20914751291275024,2.70524803824752,494.82000732421875,20.0,0.0,0.0,,,,,-0.20914751291275024
multi-qa-MiniLM-L6-cos-v1,umap,GMM,20.0,{'n_components': 20},0.19618262350559235,1.2008043253634315,4040.626708984375,20.0,0.0,0.0,,,,,0.19618262350559235
multi-qa-MiniLM-L6-cos-v1,umap,DBSCAN,,"{'eps': 0.3, 'min_samples': 5}",-0.12953664362430573,0.9928747987105673,207.09652709960938,296.0,1150.0,0.0575,-0.09329811483621597,0.9346800643256107,211.5856475830078,18850.0,-0.09329811483621597
multi-qa-MiniLM-L6-cos-v1,umap,DBSCAN,,"{'eps': 0.3, 'min_samples': 10}",-0.07561787962913513,1.0132091190800572,296.8685302734375,199.0,2745.0,0.13725,0.028027916327118874,0.8408151968801463,395.1356506347656,17255.0,0.028027916327118874
multi-qa-MiniLM-L6-cos-v1,umap,DBSCAN,,"{'eps': 0.3, 'min_samples': 20}",0.02941415086388588,0.9873640792983652,363.2138671875,143.0,5566.0,0.2783,0.32293766736984253,0.671323053554873,1764.606689453125,14434.0,0.32293766736984253
multi-qa-MiniLM-L6-cos-v1,umap,DBSCAN,,"{'eps': 0.5, 'min_samples': 5}",-0.36898767948150635,0.8490394085784541,189.84368896484375,127.0,62.0,0.0031,-0.36808642745018005,0.6783311086164967,191.5384521484375,19938.0,-0.36808642745018005
multi-qa-MiniLM-L6-cos-v1,umap,DBSCAN,,"{'eps': 0.5, 'min_samples': 10}",-0.3334016501903534,1.126539309244643,238.88601684570312,87.0,400.0,0.02,-0.3268372118473053,0.6324857319109338,257.76641845703125,19600.0,-0.3268372118473053
multi-qa-MiniLM-L6-cos-v1,umap,DBSCAN,,"{'eps': 0.5, 'min_samples': 20}",-0.2749323546886444,1.331418502027144,295.799560546875,63.0,1138.0,0.0569,-0.2532685697078705,0.7148457108440692,365.852783203125,18862.0,-0.2532685697078705
multi-qa-MiniLM-L6-cos-v1,umap,DBSCAN,,"{'eps': 0.8, 'min_samples': 5}",-0.3115144371986389,0.5948849913843834,243.7583465576172,79.0,2.0,0.0001,-0.3025238811969757,0.5569359467957473,246.8668670654297,19998.0,-0.3025238811969757
multi-qa-MiniLM-L6-cos-v1,umap,DBSCAN,,"{'eps': 0.8, 'min_samples': 10}",-0.3027269244194031,1.3057568443556473,283.15875244140625,62.0,131.0,0.00655,-0.30131271481513977,0.5903341869228503,298.126708984375,19869.0,-0.30131271481513977
multi-qa-MiniLM-L6-cos-v1,umap,DBSCAN,,"{'eps': 0.8, 'min_samples': 20}",-0.20583225786685944,1.3925694656412575,376.002197265625,37.0,509.0,0.02545,-0.1979212611913681,0.5643699880964237,431.3481140136719,19491.0,-0.1979212611913681
